Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Sex,JobLevel,JobRole,MaritalStatus,MonthlyIncome,Over18,OverTime,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46,Travel_Rarely,Sales,10,3,Life Sciences,Female,3,Sales Executive,Married,7314,Y,No,14,2,8,7,0,7
27,Travel_Frequently,Research & Development,15,3,Life Sciences,Female,1,Research Scientist,Married,4774,Y,No,8,2,7,6,7,3
39,Travel_Rarely,Research & Development,19,4,Other,Male,2,Research Scientist,Divorced,3902,Y,No,7,2,2,2,2,2
55,Travel_Rarely,Research & Development,2,4,Technical Degree,Male,1,Research Scientist,Married,2662,Y,No,19,2,5,2,0,4
28,Travel_Rarely,Sales,3,3,Medical,Female,1,Sales Representative,Married,2856,Y,No,1,3,1,0,0,0
30,Travel_Rarely,Sales,9,3,Medical,Male,1,Sales Representative,Single,1081,Y,No,1,3,1,0,0,0
22,Travel_Rarely,Research & Development,7,1,Life Sciences,Male,1,Research Scientist,Single,2472,Y,Yes,1,2,1,0,0,0
36,Travel_Rarely,Sales,10,4,Technical Degree,Female,2,Sales Executive,Married,5673,Y,Yes,10,4,10,9,1,7
31,Travel_Rarely,Research & Development,20,3,Life Sciences,Male,2,Laboratory Technician,Divorced,4197,Y,No,10,2,10,8,0,2
34,Travel_Rarely,Sales,4,3,Life Sciences,Male,3,Sales Executive,Married,9713,Y,Yes,9,3,5,3,1,0
29,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,1,Laboratory Technician,Single,2062,Y,No,11,2,3,2,1,2
37,Travel_Rarely,Research & Development,7,4,Medical,Male,2,Research Scientist,Married,4284,Y,Yes,16,2,5,3,0,4
35,Travel_Rarely,Research & Development,16,2,Other,Female,2,Manufacturing Director,Married,4788,Y,Yes,4,2,3,2,0,2
45,Travel_Rarely,Research & Development,25,2,Life Sciences,Female,2,Manufacturing Director,Married,5906,Y,No,10,2,9,8,3,8
36,Travel_Frequently,Human Resources,2,1,Human Resources,Male,2,Human Resources,Single,3886,Y,No,10,2,10,1,0,8
40,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,4,Manager,Divorced,16823,Y,No,22,3,19,7,11,16
26,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,1,Research Scientist,Married,2933,Y,Yes,1,3,1,0,1,0
27,Travel_Rarely,Sales,2,2,Medical,Female,2,Sales Executive,Single,6500,Y,No,9,5,8,7,0,7
48,Travel_Frequently,Research & Development,22,3,Medical,Female,4,Manager,Divorced,17174,Y,No,24,3,22,17,4,7
44,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Healthcare Representative,Married,5033,Y,No,10,5,2,0,2,2
34,Non-Travel,Research & Development,16,4,Technical Degree,Male,1,Research Scientist,Married,2307,Y,Yes,5,2,5,2,3,0
56,Travel_Rarely,Research & Development,24,2,Life Sciences,Male,1,Laboratory Technician,Single,2587,Y,No,5,3,4,2,1,0
36,Travel_Rarely,Sales,17,2,Marketing,Male,2,Sales Executive,Married,5507,Y,No,12,1,4,2,1,3
41,Travel_Rarely,Sales,8,3,Marketing,Female,2,Sales Executive,Married,4393,Y,No,14,3,5,4,1,4
42,Travel_Rarely,Research & Development,6,3,Medical,Male,3,Research Director,Married,13348,Y,No,18,3,13,7,5,7
31,Travel_Rarely,Sales,10,2,Medical,Female,2,Sales Executive,Divorced,6583,Y,Yes,8,2,5,2,1,4
34,Travel_Rarely,Sales,3,1,Medical,Female,2,Sales Executive,Married,8103,Y,Yes,9,3,4,2,0,1
31,Travel_Rarely,Research & Development,4,3,Medical,Female,1,Laboratory Technician,Divorced,3978,Y,No,4,0,2,2,2,2
26,Travel_Frequently,Research & Development,6,3,Other,Male,1,Laboratory Technician,Married,2544,Y,No,8,3,7,7,7,7
45,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Healthcare Representative,Single,5399,Y,No,12,3,4,2,0,3
33,Travel_Rarely,Sales,10,4,Marketing,Male,2,Sales Executive,Single,5487,Y,No,10,2,10,4,0,9
28,Travel_Frequently,Sales,1,2,Life Sciences,Male,2,Sales Executive,Married,6834,Y,Yes,7,2,7,7,0,7
29,Travel_Frequently,Sales,24,3,Technical Degree,Male,1,Sales Representative,Single,1091,Y,No,1,3,1,0,0,0
39,Non-Travel,Sales,21,4,Life Sciences,Female,2,Sales Executive,Married,5736,Y,No,10,1,3,2,1,2
27,Travel_Rarely,Research & Development,2,4,Technical Degree,Male,1,Research Scientist,Married,2226,Y,No,6,3,5,3,1,2
34,Travel_Frequently,Research & Development,22,4,Other,Male,2,Research Scientist,Married,5747,Y,Yes,16,3,15,10,6,11
28,Travel_Rarely,Sales,13,2,Marketing,Female,2,Sales Executive,Single,9854,Y,Yes,6,0,2,0,2,2
47,Non-Travel,Research & Development,14,4,Technical Degree,Male,2,Research Scientist,Married,5467,Y,No,16,4,8,7,1,7
56,Travel_Rarely,Sales,11,5,Marketing,Female,2,Sales Executive,Married,5380,Y,No,6,3,0,0,0,0
39,Travel_Rarely,Research & Development,9,2,Medical,Male,2,Manufacturing Director,Married,5151,Y,No,10,3,10,0,7,9
38,Travel_Frequently,Research & Development,8,3,Medical,Female,2,Research Scientist,Divorced,2133,Y,Yes,20,3,20,11,0,7
58,Travel_Rarely,Sales,21,3,Life Sciences,Female,4,Manager,Married,17875,Y,Yes,29,2,1,0,0,0
32,Travel_Frequently,Research & Development,5,2,Life Sciences,Female,1,Research Scientist,Single,2432,Y,Yes,8,2,4,1,0,3
38,Travel_Rarely,Research & Development,9,2,Life Sciences,Male,1,Research Scientist,Divorced,4771,Y,No,10,0,5,2,0,3
49,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,5,Research Director,Married,19161,Y,No,28,3,5,4,4,3
42,Travel_Rarely,Sales,12,4,Marketing,Male,2,Sales Executive,Divorced,5087,Y,Yes,14,4,0,0,0,0
27,Travel_Frequently,Human Resources,22,3,Human Resources,Female,1,Human Resources,Married,2863,Y,No,1,2,1,0,0,0
35,Travel_Rarely,Sales,18,4,Medical,Male,2,Sales Executive,Married,5561,Y,No,6,2,5,3,0,4
28,Non-Travel,Research & Development,16,3,Medical,Male,1,Research Scientist,Single,2144,Y,No,5,3,5,3,1,4
31,Non-Travel,Research & Development,3,2,Medical,Male,1,Research Scientist,Divorced,3065,Y,Yes,4,3,4,2,2,3
36,Non-Travel,Research & Development,9,4,Life Sciences,Male,1,Laboratory Technician,Married,2810,Y,No,5,3,5,4,0,2
34,Travel_Rarely,Sales,1,3,Marketing,Male,3,Sales Executive,Single,9888,Y,No,14,3,14,8,2,1
34,Travel_Rarely,Sales,13,4,Medical,Male,3,Sales Executive,Divorced,8628,Y,No,9,2,8,7,1,1
26,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Laboratory Technician,Single,2867,Y,No,8,6,7,7,7,6
29,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,2,Healthcare Representative,Married,5373,Y,No,6,5,5,3,0,2
32,Non-Travel,Research & Development,15,4,Medical,Female,2,Healthcare Representative,Divorced,6667,Y,No,9,6,5,1,1,2
31,Travel_Frequently,Research & Development,1,3,Life Sciences,Male,2,Research Scientist,Married,5003,Y,No,10,6,10,8,8,7
28,Travel_Rarely,Research & Development,17,3,Technical Degree,Male,1,Laboratory Technician,Divorced,2367,Y,No,6,2,4,1,0,3
38,Travel_Rarely,Sales,1,3,Life Sciences,Male,1,Sales Representative,Single,2858,Y,No,20,3,1,0,0,0
35,Travel_Rarely,Sales,7,4,Life Sciences,Female,2,Sales Executive,Married,5204,Y,Yes,10,2,10,8,0,9
27,Travel_Rarely,Sales,9,3,Marketing,Male,2,Sales Executive,Single,4105,Y,No,7,5,7,7,0,7
32,Travel_Rarely,Research & Development,5,4,Life Sciences,Male,2,Manufacturing Director,Single,9679,Y,No,8,1,1,0,0,0
31,Travel_Frequently,Sales,26,4,Marketing,Male,2,Sales Executive,Married,5617,Y,Yes,10,4,10,7,0,8
53,Travel_Rarely,Sales,24,4,Life Sciences,Male,3,Sales Executive,Single,10448,Y,Yes,15,2,2,2,2,2
54,Travel_Rarely,Research & Development,9,2,Life Sciences,Female,2,Research Scientist,Married,2897,Y,No,9,6,4,3,2,3
33,Travel_Frequently,Research & Development,7,2,Life Sciences,Male,2,Healthcare Representative,Divorced,5968,Y,No,9,2,9,7,2,8
43,Travel_Rarely,Research & Development,11,3,Life Sciences,Male,3,Healthcare Representative,Married,7510,Y,No,10,1,10,9,0,9
38,Travel_Frequently,Human Resources,1,4,Other,Male,1,Human Resources,Married,2991,Y,Yes,7,2,6,2,1,2
55,Travel_Rarely,Human Resources,26,4,Human Resources,Male,5,Manager,Married,19636,Y,Yes,35,0,10,9,1,4
31,Travel_Rarely,Research & Development,2,1,Medical,Female,1,Laboratory Technician,Divorced,1129,Y,Yes,1,4,1,0,0,0
39,Travel_Rarely,Sales,15,4,Marketing,Male,4,Sales Executive,Single,13341,Y,No,21,3,20,8,11,10
42,Non-Travel,Research & Development,23,2,Life Sciences,Male,2,Research Scientist,Single,4332,Y,No,20,2,20,9,3,7
31,Non-Travel,Research & Development,10,3,Medical,Female,3,Research Director,Married,11031,Y,No,13,2,11,7,4,8
54,Travel_Rarely,Research & Development,10,3,Medical,Female,2,Manufacturing Director,Single,4440,Y,Yes,9,3,5,2,1,4
24,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,2,Healthcare Representative,Single,4617,Y,No,4,2,4,3,1,2
23,Travel_Rarely,Research & Development,12,2,Other,Male,1,Laboratory Technician,Single,2647,Y,No,5,6,5,2,1,4
40,Travel_Frequently,Research & Development,11,3,Technical Degree,Female,2,Laboratory Technician,Married,6323,Y,No,10,2,10,9,9,4
40,Travel_Rarely,Sales,2,2,Marketing,Female,2,Sales Executive,Married,5677,Y,No,15,4,11,8,5,10
25,Travel_Rarely,Human Resources,2,3,Human Resources,Female,1,Human Resources,Married,2187,Y,No,6,3,2,0,1,2
30,Travel_Rarely,Research & Development,1,2,Medical,Male,1,Laboratory Technician,Married,3748,Y,No,12,6,12,8,1,7
25,Travel_Rarely,Research & Development,2,1,Other,Male,1,Laboratory Technician,Divorced,3977,Y,Yes,7,2,2,2,0,2
47,Travel_Rarely,Research & Development,25,3,Medical,Male,3,Healthcare Representative,Single,8633,Y,No,25,3,17,14,12,11
33,Non-Travel,Research & Development,1,2,Medical,Male,1,Laboratory Technician,Divorced,2008,Y,No,1,2,1,1,0,0
38,Travel_Rarely,Sales,1,4,Life Sciences,Male,2,Sales Executive,Married,4440,Y,No,16,3,15,13,5,8
31,Travel_Rarely,Sales,2,2,Life Sciences,Male,1,Sales Representative,Married,3067,Y,No,3,1,2,2,1,2
38,Travel_Frequently,Research & Development,6,4,Life Sciences,Male,2,Manufacturing Director,Married,5321,Y,No,10,1,8,3,7,7
42,Travel_Rarely,Research & Development,18,4,Life Sciences,Male,2,Research Scientist,Divorced,5410,Y,Yes,9,3,4,3,1,2
41,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Research Scientist,Married,2782,Y,No,12,3,5,3,1,0
47,Non-Travel,Research & Development,1,1,Medical,Female,3,Research Director,Married,11957,Y,No,14,3,13,8,5,12
35,Travel_Rarely,Research & Development,11,4,Medical,Male,1,Laboratory Technician,Married,2660,Y,Yes,5,3,2,2,2,2
22,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,1,Research Scientist,Single,3375,Y,No,4,2,3,2,1,2
35,Travel_Rarely,Research & Development,9,4,Medical,Male,2,Research Scientist,Single,5098,Y,No,10,5,10,7,0,8
33,Travel_Rarely,Research & Development,15,2,Medical,Female,2,Healthcare Representative,Married,4878,Y,Yes,10,6,9,7,8,1
32,Travel_Rarely,Research & Development,29,4,Life Sciences,Female,1,Laboratory Technician,Single,2837,Y,No,6,3,6,2,4,1
40,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Laboratory Technician,Married,2406,Y,No,8,3,1,0,0,0
32,Travel_Rarely,Sales,1,4,Medical,Male,1,Sales Representative,Married,2269,Y,No,3,2,2,2,2,2
39,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,2,Research Scientist,Single,4108,Y,No,18,2,7,7,1,7
38,Travel_Rarely,Research & Development,10,3,Medical,Female,3,Research Director,Married,13206,Y,No,20,3,18,16,1,11
32,Travel_Rarely,Sales,1,4,Marketing,Female,3,Sales Executive,Married,10422,Y,No,14,3,14,10,5,7
37,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,3,Research Director,Married,13744,Y,Yes,16,2,16,11,6,8
25,Travel_Rarely,Sales,8,2,Other,Female,2,Sales Executive,Divorced,4907,Y,Yes,6,3,5,3,0,4
52,Non-Travel,Sales,29,4,Life Sciences,Male,1,Sales Representative,Divorced,3482,Y,No,16,3,9,8,0,0
44,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Research Scientist,Single,2436,Y,Yes,6,2,4,3,1,2
21,Travel_Rarely,Sales,5,1,Medical,Male,1,Sales Representative,Single,2380,Y,Yes,2,6,2,2,1,2
39,Non-Travel,Research & Development,9,3,Life Sciences,Male,5,Manager,Single,19431,Y,No,21,3,6,0,1,3
23,Travel_Frequently,Sales,9,3,Marketing,Male,1,Sales Representative,Married,1790,Y,No,1,3,1,0,1,0
36,Travel_Rarely,Sales,3,3,Medical,Female,3,Sales Executive,Married,7644,Y,No,10,2,9,7,3,4
36,Travel_Frequently,Research & Development,4,2,Life Sciences,Female,2,Manufacturing Director,Divorced,5131,Y,No,18,3,4,2,0,2
56,Non-Travel,Research & Development,1,4,Life Sciences,Male,2,Healthcare Representative,Divorced,6306,Y,No,13,2,13,12,1,9
29,Travel_Rarely,Research & Development,1,4,Medical,Male,1,Research Scientist,Married,4787,Y,Yes,4,3,2,2,2,2
42,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,5,Manager,Married,18880,Y,No,24,2,22,6,4,14
56,Travel_Rarely,Research & Development,7,2,Technical Degree,Male,1,Laboratory Technician,Married,2339,Y,No,14,4,10,9,9,8
41,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,4,Manufacturing Director,Married,13570,Y,No,21,3,20,7,0,10
34,Travel_Rarely,Sales,28,3,Marketing,Female,2,Sales Executive,Married,6712,Y,No,8,2,8,7,1,7
36,Non-Travel,Sales,15,4,Marketing,Male,2,Sales Executive,Divorced,5406,Y,No,15,4,15,12,11,11
41,Travel_Rarely,Sales,3,3,Life Sciences,Male,2,Sales Executive,Divorced,8938,Y,No,14,5,5,4,0,4
32,Travel_Rarely,Research & Development,2,3,Technical Degree,Male,1,Research Scientist,Single,2439,Y,No,4,4,4,2,1,2
35,Travel_Rarely,Human Resources,26,4,Life Sciences,Female,3,Human Resources,Single,8837,Y,Yes,9,2,9,0,1,7
38,Travel_Rarely,Sales,10,2,Life Sciences,Female,2,Sales Executive,Married,5343,Y,No,10,1,10,7,1,9
50,Travel_Frequently,Sales,1,4,Life Sciences,Male,2,Sales Executive,Divorced,6728,Y,No,12,3,6,3,0,1
36,Travel_Rarely,Sales,11,4,Marketing,Female,2,Sales Executive,Married,6652,Y,No,8,2,6,3,0,0
45,Travel_Rarely,Sales,20,3,Life Sciences,Female,2,Sales Executive,Single,4850,Y,No,8,3,5,3,0,1
40,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,1,Research Scientist,Single,2809,Y,No,8,2,2,2,2,2
35,Travel_Frequently,Research & Development,18,4,Life Sciences,Male,2,Healthcare Representative,Married,5689,Y,Yes,10,2,10,2,0,2
40,Travel_Rarely,Research & Development,2,4,Medical,Female,1,Research Scientist,Married,2001,Y,No,20,2,5,3,0,2
35,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,1,Research Scientist,Married,2977,Y,No,4,5,4,3,1,1
29,Travel_Rarely,Research & Development,13,2,Other,Male,2,Laboratory Technician,Married,4025,Y,Yes,10,2,4,3,0,3
29,Travel_Rarely,Research & Development,28,4,Medical,Female,1,Research Scientist,Single,3785,Y,No,5,3,5,4,0,4
50,Travel_Rarely,Sales,28,3,Marketing,Male,3,Sales Executive,Divorced,10854,Y,Yes,20,3,3,2,2,0
39,Travel_Rarely,Sales,24,1,Marketing,Female,4,Sales Executive,Married,12031,Y,No,21,2,20,9,9,6
31,Non-Travel,Research & Development,5,3,Medical,Male,2,Manufacturing Director,Single,9936,Y,No,10,2,9,4,1,7
26,Travel_Rarely,Sales,5,3,Other,Female,1,Sales Representative,Single,2966,Y,No,5,2,4,2,0,0
36,Travel_Frequently,Research & Development,23,2,Medical,Male,2,Laboratory Technician,Married,2571,Y,No,17,3,5,2,0,3
39,Travel_Rarely,Research & Development,6,1,Medical,Male,3,Healthcare Representative,Married,9991,Y,No,9,5,7,7,1,7
27,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,2,Manufacturing Director,Married,6142,Y,Yes,6,0,6,2,0,3
49,Travel_Frequently,Sales,2,3,Medical,Male,2,Sales Executive,Married,5390,Y,No,17,3,9,6,0,8
34,Travel_Rarely,Research & Development,8,3,Medical,Male,2,Laboratory Technician,Married,4404,Y,No,6,3,4,3,1,2
